Reporting Date,Furnace,cast,coke_rate_day,coke_rate_cum,productivity_day,productivity_cum,sinter_burden_day,sinter_burden_cum,temperature,Charge,Last-Si,Last-Mn,Last-S,PCI_day,PCI_cum,Coke_ratio_day,Coke_ratio_cum,Hot_metal_day,Hot_Metal_cum,Character Field Length = 10,PCI_day,PCI_cum,Sinter_day,sinter_cum,coke_day,coke_cum,nut_coke_day,nut_coke_cum,nut_coke_rate_day,nut_coke_rate_cum,Ironore_day,Ironore_cum,Sulpher_min,Sulpher_max,H2_top,O2,N2,SlagRate,Pellet_day,Pellet_cum,Pellet_rate_day,Pellet_rate_cum,scrap_day,scrap_cum,fuel_rate_day,fuel_rate_cum,o2_enrichment_day,o2_enrichment_cum,temp_day,temp_cum
4/6/2024,I,11,422,416,1.998,1.806,70,74,1081,140,0.760,0.060,0.034,86.61,96.78,1.46,,2979,16160,,258,1564,3159,17815,1297,6767,0,0,0.00,0.00,810,4400,0.030,0.038,,5624,,370,342,1549,8,6,229,1248,522,516,2.86,2.73,,
4/6/2024,IV,10,437,477,1.436,1.172,66,66,971,130,0.790,0.040,0.039,93.27,86.12,1.58,,2080,10184,,194,877,2185,10979,909,4854,50,258,24.04,25.33,1132,5623,0.028,0.042,,,,362,0,0,0,0,0,0,554,588,,1.36,,
4/6/2024,TOT,38,393,396,2.230,1.955,67,68,,401,,,,127.29,128.98,,,14290,75196,,1819,9699,15549,81499,5645,29875,349,1915,24.42,25.47,4689,24649,,,,,,,2762,13968,12,12,229,1248,547,551,4.83,4.09,,
4/6/2024,V,17,374,374,2.660,2.346,66,66,1144,131,0.400,0.040,0.054,148.09,148.57,1.31,,9231,48852,,1367,7258,10205,52705,3439,18254,299,1657,32.39,33.92,2747,14626,0.026,0.054,,34239,,368,2420,12419,16,16,0,0,553,556,7.30,5.48,,
4/7/2024,I,12,410,417,2.066,1.843,69,74,1091,139,0.890,0.090,0.035,96.75,96.78,,,3080,19240,,298,1862,3314,21129,1288,8055,0,0,0.00,0.00,811,5211,0.028,0.040,,5930,,368,424,1973,9,7,237,1485,515,516,3.01,2.77,,
4/7/2024,IV,10,455,473,1.483,1.216,66,66,975,136,0.790,0.060,0.037,89.89,86.81,,,2147,12326,,193,1070,2313,13292,960,5814,37,295,17.23,23.93,1190,6813,0.033,0.039,,,,360,0,0,0,0,0,0,554,583,,1.32,,
4/7/2024,TOT,39,393,397,2.218,1.992,67,68,,402,,,,133.26,129.73,,,14213,89363,,1894,11593,15419,96918,5607,35482,378,2293,26.60,25.66,4732,29381,,,,,,,2749,16717,12,12,237,1485,554,552,4.68,4.21,,
4/7/2024,V,17,373,374,2.590,2.379,66,66,1155,127,0.600,0.060,0.043,156.13,149.85,,,8986,57797,,1403,8661,9792,62497,3359,21613,341,1998,37.95,34.57,2731,17357,0.026,0.043,,32552,,365,2325,14744,16,16,0,0,568,558,7.01,5.71,,
4/8/2024,I,11,410,417,1.941,1.856,70,74,1087,136,0.510,0.050,0.045,110.57,98.58,1.30,,2894,22134,,320,2182,3308,24437,1182,9237,0,0,0.00,0.00,826,6037,0.033,0.945,,5787,,365,450,2423,10,7,123,1608,519,516,2.92,2.79,,
4/8/2024,IV,8,473,472,1.467,1.247,66,66,972,140,0.690,0.040,0.041,89.92,87.27,1.54,,2124,14450,,191,1261,2363,15655,997,6811,10,305,4.71,21.11,1217,8030,0.032,0.041,,,,362,0,0,0,0,0,0,564,579,,1.28,,
4/8/2024,TOT,34,393,396,2.230,2.022,68,68,,400,,,,127.70,129.45,,,14291,103654,,1825,13418,15333,112251,5451,40933,341,2634,23.86,25.41,4578,33959,,,,,,,2687,19404,12,12,123,1608,533,550,4.42,4.26,,
4/8/2024,V,15,370,372,2.672,2.416,67,66,1155,124,0.620,0.060,0.027,141.70,148.73,1.35,,9273,67070,,1314,9975,9662,72159,3272,24885,331,2329,35.70,34.72,2535,19892,0.021,0.035,,30166,,360,2237,16981,15,16,0,0,530,554,6.64,5.83,,
4/9/2024,I,10,414,417,1.965,1.868,70,74,1087,133,0.750,0.060,0.039,105.46,99.39,1.43,,2930,25064,,309,2491,3263,27700,1213,10450,0,0,0.00,0.00,779,6816,0.032,0.040,,5525,,360,469,2892,10,8,157,1765,519,516,2.81,2.79,,
4/9/2024,IV,9,446,468,1.579,1.284,66,66,979,141,0.780,0.040,0.040,87.45,87.29,1.41,,2287,16737,,200,1461,2397,18052,1021,7832,25,330,10.93,19.72,1221,9251,0.036,0.048,,,,358,0,0,0,0,0,0,544,575,,1.26,,
4/9/2024,TOT,35,391,396,2.214,2.112,67,68,,401,,,,128.54,125.09,,,14190,121844,,1824,15242,15618,127869,5559,46742,362,2996,25.51,24.59,4581,38540,,,,,,,2792,22196,12,12,157,1765,546,534,4.49,4.31,,
4/9/2024,V,16,371,374,2.586,2.563,67,66,1155,127,0.580,0.050,0.033,146.55,141.05,1.48,,8973,80043,,1315,11290,9958,82117,3325,28460,337,2666,37.56,33.31,2581,22473,0.026,0.043,,31075,,362,2323,19304,16,16,0,0,555,530,6.83,5.94,,
4/10/2024,I,11,420,417,2.083,1.889,70,74,1085,135,0.740,0.070,0.040,100.13,99.46,1.49,,3106,28171,,311,2802,3273,30973,1306,11756,0,0,0.00,0.00,770,7586,0.034,0.046,,5494,,367,417,3309,9,8,202,1967,520,516,2.79,2.79,,
4/10/2024,IV,10,453,465,1.519,1.308,67,66,974,138,0.650,0.030,0.048,96.36,88.35,1.50,,2200,18937,,212,1673,2347,20399,983,8815,28,358,12.73,18.90,1172,10423,0.034,0.048,,,,358,0,0,0,0,0,0,556,572,,1.24,,
4/10/2024,TOT,35,389,396,2.240,2.063,68,68,,398,,,,128.19,129.22,,,14354,132192,,1840,17082,15499,143368,5563,52305,362,3358,25.22,25.40,4394,42934,,,,,,,2611,24807,11,12,202,1967,541,551,4.22,4.33,,
4/10/2024,V,14,363,373,2.607,2.452,68,66,1147,125,0.720,0.050,0.025,145.56,148.17,1.59,,9048,85084,,1317,12607,9879,91996,3274,31734,334,3000,36.91,35.26,2452,24925,0.025,0.033,,28839,,360,2194,21498,15,16,0,0,544,556,6.30,5.98,,
4/11/2024,I,10,429,418,1.891,1.891,71,74,1088,143,0.600,0.060,0.049,100.71,99.49,1.41,,2820,31017,,284,3086,3337,34310,1205,12961,0,0,0.00,0.00,833,8419,0.035,0.050,,4518,,365,333,3642,7,8,196,2163,528,517,2.34,2.75,,
4/11/2024,IV,9,456,464,1.411,1.318,67,66,973,132,0.890,0.060,0.034,94.96,88.96,1.41,,2043,20986,,194,1867,2183,22582,935,9750,27,385,13.22,18.35,1094,11517,0.030,0.046,,,,360,0,0,0,0,0,0,566,572,,1.23,,
4/11/2024,TOT,35,398,396,2.093,2.065,68,68,,397,,,,131.24,129.40,,,13411,145611,,1760,18842,15165,158533,5353,57658,353,3711,26.32,25.49,4319,47253,,,,,,,2535,27342,11,12,196,2163,557,551,3.79,4.30,,
4/11/2024,V,16,373,373,2.463,2.452,68,67,1147,122,0.800,0.060,0.026,149.98,148.37,1.57,,8548,93608,,1282,13889,9645,101641,3213,34947,326,3326,38.14,35.53,2392,27317,0.025,0.051,,26051,,362,2202,23700,15,16,0,0,564,557,5.66,5.95,,
4/12/2024,I,9,420,418,1.827,1.885,71,74,1050,135,0.720,0.070,0.039,97.65,99.37,1.46,,2724,33731,,266,3352,3090,37400,1137,14098,0,0,0.00,0.00,763,9182,0.031,0.041,,4093,,362,310,3952,7,8,190,2353,515,517,2.17,2.70,,
4/12/2024,IV,6,566,471,0.932,1.285,66,66,939,82,0.670,0.040,0.042,75.56,88.16,1.43,,1350,22334,,102,1969,1374,23956,738,10488,18,403,13.33,18.04,701,12218,0.031,0.047,,,,360,0,0,0,0,0,0,636,576,,1.26,,
4/12/2024,TOT,29,412,397,1.752,2.040,68,68,,322,,,,132.16,129.54,,,11229,156909,,1484,20326,12655,171188,4589,62247,298,4009,26.54,25.55,3464,50717,,,,,,,2202,29544,12,12,190,2353,568,552,3.65,4.27,,
4/12/2024,V,14,381,374,2.062,2.422,68,67,1110,105,0.660,0.050,0.030,155.97,148.79,1.45,,7155,100844,,1116,15005,8191,109832,2714,37661,280,3606,39.13,35.76,2000,29317,0.030,0.042,,21287,,365,1892,25592,16,16,0,0,574,558,5.31,5.90,,
4/13/2024,I,9,411,417,2.097,1.902,74,74,1080,140,0.550,0.050,0.049,93.41,98.87,,,3126,36857,,292,3644,3338,40738,1284,15382,0,0,0.00,0.00,459,9641,0.031,0.049,,5553,,372,391,4343,9,8,303,2656,504,516,2.84,2.71,,
4/13/2024,IV,8,542,474,1.059,1.268,66,66,965,113,0.830,0.070,0.034,95.83,88.67,,,1534,23864,,147,2116,1881,25837,832,11320,24,427,15.65,17.89,972,13190,0.031,0.039,,2701,,365,0,0,0,0,0,0,653,581,1.63,1.40,,
4/13/2024,TOT,33,407,398,1.941,2.033,69,68,,364,,,,134.61,129.92,,,12443,169348,,1675,22001,13974,185162,5066,67313,320,4329,25.72,25.56,3572,54289,,,,,,,2404,31948,12,12,303,2656,567,552,4.35,4.29,,
4/13/2024,V,16,379,374,2.243,2.408,68,67,1141,111,0.730,0.050,0.030,158.81,149.51,,,7783,108627,,1236,16241,8755,118587,2950,40611,296,3902,38.03,35.92,2141,31458,0.026,0.045,,24954,,368,2013,27605,16,16,0,0,576,559,6.21,5.92,,
4/14/2024,I,8,448,419,1.233,1.854,75,74,1045,75,0.650,0.040,0.052,92.49,98.57,,,1838,38695,,170,3814,1732,42470,825,16207,0,0,0.00,0.00,400,10041,0.034,0.052,,3032,,375,175,4518,8,8,0,2656,541,518,2.89,2.72,,
4/14/2024,IV,9,463,473,1.350,1.274,66,66,936,126,0.860,0.050,0.033,72.12,87.42,,,1955,25819,,141,2257,2100,27937,898,12218,30,457,15.35,17.70,1074,14264,0.031,0.044,,3642,,360,0,0,0,0,0,0,546,578,2.53,1.62,,
4/14/2024,TOT,34,401,398,1.950,2.027,68,68,,323,,,,126.96,129.71,,,12500,181848,,1587,23588,13464,198626,4996,72309,316,4645,25.28,25.54,3837,58126,,,,,,,2388,34336,12,12,0,2656,552,553,5.02,4.36,,
4/14/2024,V,17,378,374,2.509,2.415,68,67,1135,122,0.530,0.040,0.046,146.55,149.29,,,8707,117334,,1276,17517,9632,128219,3273,43884,286,4188,32.85,35.69,2363,33821,0.022,0.046,,28599,,365,2213,29818,16,16,0,0,555,559,6.29,5.95,,
4/15/2024,I,4,618,424,0.797,1.783,70,74,936,79,0.980,0.060,0.036,33.67,96.63,,,1188,39883,,40,3854,1455,43925,745,16952,0,0,0.00,0.00,583,10624,0.036,0.041,,1534,,385,5,4523,0,8,0,2656,661,522,1.33,2.67,,
4/15/2024,IV,8,511,476,1.577,1.294,67,66,975,148,0.850,0.050,0.050,95.45,88.07,,,2284,28103,,218,2475,2530,30467,1165,13383,40,497,17.51,17.68,1260,15524,0.035,0.095,,3602,,362,0,0,0,0,0,0,623,582,2.13,1.74,,
4/15/2024,TOT,28,421,399,1.947,2.022,69,68,,356,,,,131.01,129.79,,,12480,194339,,1635,25223,14438,213064,5281,77590,364,5009,29.17,25.77,4164,62290,,,,,,,2346,36682,11,12,0,2656,583,555,5.09,4.43,,
4/15/2024,V,16,372,374,2.596,2.428,70,67,1150,129,0.530,0.050,0.036,152.86,149.53,,,9008,126353,,1377,18894,10453,138672,3371,47255,324,4512,35.97,35.71,2321,36142,0.027,0.049,,32976,,363,2341,32159,15,16,0,0,563,559,7.11,6.03,,
4/16/2024,I,10,455,426,1.473,1.764,71,74,1002,134,0.660,0.040,0.047,54.19,94.42,1.54,,2196,42076,,119,3973,2611,46536,1029,17981,0,0,0.00,0.00,1051,11675,0.034,0.054,,3840,,365,4,4527,0,7,0,2656,523,521,2.16,2.64,,
4/16/2024,IV,10,467,476,1.450,1.304,67,66,973,134,0.820,0.060,0.037,86.23,87.94,1.52,,2099,30202,,181,2656,2307,32774,970,14353,33,530,15.72,17.55,1133,16657,0.035,0.048,,3550,,360,0,0,0,0,0,0,564,580,2.17,1.83,,
4/16/2024,TOT,34,420,400,1.864,2.011,68,68,,385,,,,121.81,129.34,,,11945,206260,,1455,26678,12832,225896,5083,82673,334,5343,27.96,25.90,4513,66803,,,,,,,1449,38131,8,12,0,2656,576,556,4.11,4.42,,
4/16/2024,V,14,398,375,2.205,2.413,68,67,1117,117,0.720,0.040,0.030,150.98,149.64,1.49,,7650,133982,,1155,20049,7914,146586,3084,50339,301,4813,39.35,35.92,2329,38471,0.025,0.038,,24250,,358,1445,33604,12,15,0,0,593,562,5.65,6.01,,
4/17/2024,I,11,423,427,2.139,1.786,72,74,1105,138,0.610,0.050,0.046,99.09,94.75,1.48,,3189,45265,,316,4289,3464,50000,1350,19331,0,0,0.00,0.00,710,12385,0.034,0.046,,6655,,377,506,5033,10,7,161,2817,522,522,3.40,2.69,,
4/17/2024,IV,10,453,474,1.740,1.329,70,67,974,155,0.760,0.040,0.038,86.54,87.83,1.61,,2519,32721,,218,2874,2671,35445,1141,15494,23,553,9.13,16.90,1141,17798,0.034,0.051,,4076,,361,0,0,0,0,0,0,549,579,2.37,1.92,,
4/17/2024,TOT,27,418,401,1.486,1.981,70,68,,349,,,,92.61,127.71,,,9524,215806,,882,27560,10646,236542,3978,86651,149,5492,15.64,25.45,2919,69722,,,,,,,1403,39534,9,11,161,2817,526,555,5.03,4.46,,
4/17/2024,V,6,390,376,1.100,2.336,70,67,940,56,0.700,0.030,0.031,91.19,148.00,,,3816,137820,,348,20397,4511,151097,1487,51826,126,4939,33.02,35.84,1068,39539,0.031,0.044,,27670,,362,897,34501,14,15,0,0,514,560,7.00,6.06,,
4/18/2024,I,11,409,426,1.996,1.799,71,74,1113,134,0.690,0.060,0.043,111.90,95.74,1.38,,2976,48276,,333,4622,3346,53346,1217,20548,0,0,0.00,0.00,698,13083,0.034,0.047,,6097,,371,476,5509,10,8,165,3098,521,522,3.11,2.71,,
4/18/2024,IV,9,492,475,1.522,1.340,67,67,974,143,0.760,0.050,0.037,91.20,88.05,1.43,,2204,34924,,201,3075,2445,37890,1085,16579,24,577,10.89,16.52,1205,19003,0.037,0.055,,,,360,0,0,0,0,0,0,594,580,,1.91,,
4/18/2024,TOT,36,401,402,2.190,1.992,69,68,,403,,,,134.15,128.10,,,14037,229837,,1883,29443,16107,252649,5635,92286,324,5816,23.08,25.30,4170,73892,,,,,,,2797,42331,12,11,165,3098,558,555,4.61,4.49,,
4/18/2024,V,16,376,376,2.552,2.348,69,67,1132,126,0.640,0.050,0.032,152.31,148.30,1.52,,8857,146637,,1349,21746,10316,161413,3333,55159,300,5239,33.87,35.73,2267,41806,0.025,0.049,,31754,,362,2321,36822,16,15,0,0,562,560,7.00,6.11,,
4/19/2024,I,11,410,424,2.082,1.814,72,74,1115,129,0.850,0.080,0.035,107.25,96.44,1.43,,3105,51381,,333,4955,3341,56687,1279,21827,0,0,0.00,0.00,613,13696,0.030,0.049,,6805,,374,539,6048,12,8,178,3276,519,521,3.52,2.76,,
4/19/2024,IV,9,487,476,1.598,1.354,67,67,969,150,0.830,0.070,0.032,86.86,87.97,1.52,,2314,37238,,201,3276,2545,40435,1123,17702,6,583,2.59,15.66,1272,20275,0.032,0.046,,4233,,362,0,0,0,0,0,0,574,579,2.46,1.99,,
4/19/2024,TOT,30,432,403,1.641,1.974,68,68,,358,,,,111.80,127.39,,,10519,240356,,1176,30619,11641,264290,4554,96840,210,6026,19.96,25.07,3632,77524,,,,,,,1557,43888,9,11,178,3276,565,555,4.84,4.52,,
4/19/2024,V,10,420,378,1.470,2.301,68,67,1065,79,0.750,0.050,0.029,125.88,147.54,1.47,,5100,151737,,642,22388,5755,167168,2152,57311,204,5443,40.00,35.87,1747,43553,0.022,0.035,,20736,,360,1018,37840,12,15,0,0,588,561,7.11,6.15,,
4/20/2024,I,12,419,424,2.026,1.824,72,74,1123,127,0.680,0.060,0.041,106.26,96.98,1.49,,3021,54402,,321,5276,3432,60119,1232,23059,0,0,0.00,0.00,562,14258,0.029,0.050,,6489,,371,604,6652,13,8,186,3462,514,521,3.28,2.78,,
4/20/2024,IV,10,460,475,1.582,1.365,67,67,969,140,0.720,0.040,0.043,85.12,87.81,1.58,,2291,39529,,195,3471,2446,42881,1028,18730,26,609,11.35,15.41,1205,21480,0.036,0.049,,,,375,0,0,0,0,0,0,545,577,,1.98,,
4/20/2024,TOT,38,396,402,2.219,1.986,70,69,,391,,,,123.98,127.20,,,14220,254576,,1763,32382,15990,280280,5574,102414,295,6321,20.75,24.83,3953,81477,,,,,,,2882,46770,13,11,186,3462,537,554,4.44,4.53,,
4/20/2024,V,16,373,377,2.567,2.315,70,67,1116,124,0.560,0.040,0.031,139.99,147.13,1.44,,8908,160645,,1247,23635,10112,177280,3314,60625,269,5712,30.20,35.56,2186,45739,0.022,0.064,,30481,,381,2278,40118,16,15,0,0,542,560,6.53,6.17,,
4/21/2024,I,10,483,427,1.799,1.827,71,74,1119,146,0.820,0.050,0.034,119.27,97.82,,,2683,57209,,320,5596,2908,63027,1274,24333,0,0,0.00,0.00,910,15168,0.032,0.068,,5433,,380,197,6849,5,8,67,3529,594,523,2.88,2.79,,
4/21/2024,IV,9,465,473,1.481,1.370,67,67,971,131,0.780,0.050,0.040,90.49,87.95,,,2144,41673,,194,3665,2337,45218,981,19711,27,636,12.59,15.26,1142,22622,0.034,0.048,,2403,,360,0,0,0,0,0,0,561,576,1.45,1.93,,
4/21/2024,TOT,35,407,402,2.115,1.993,70,69,,399,,,,134.56,127.49,,,13555,268293,,1824,34206,15196,295476,5475,107889,348,6669,25.67,24.86,4220,85697,,,,,,,2442,49212,11,11,67,3529,564,554,4.64,4.53,,
4/21/2024,V,16,370,377,2.515,2.325,70,67,1150,122,0.620,0.040,0.028,150.09,147.25,,,8728,169411,,1310,24945,9951,187231,3220,63845,321,6033,36.78,35.61,2168,47907,0.025,0.039,,29663,,357,2245,42363,16,15,0,0,556,560,6.54,6.19,,
4/22/2024,I,,,423,0.000,1.752,0,74,,,,,,,97.37,,,,57469,,,5596,0,63027,,24333,0,0,,0.00,0,15168,,,,,,,0,6849,0,8,0,3529,0,520,,2.79,,
4/22/2024,IV,10,451,467,1.690,1.398,67,67,973,149,0.800,0.040,0.037,83.37,86.87,1.52,,2447,44540,,204,3869,2735,47953,1086,20797,29,665,11.85,14.93,1329,23951,0.029,0.049,,4729,,360,0,0,0,0,0,0,539,569,2.80,2.02,,
4/22/2024,TOT,27,387,400,1.757,1.988,69,69,,272,,,,134.36,127.42,,,11261,280314,,1513,35719,12785,308261,4358,112247,357,7026,31.70,25.06,4212,89909,,,,,,,1508,50720,8,11,0,3529,553,552,5.47,4.56,,
4/22/2024,V,17,370,376,2.540,2.336,70,68,1135,123,0.650,0.010,0.026,148.51,147.24,1.47,,8814,178305,,1309,26254,10050,197281,3272,67117,328,6361,37.21,35.67,2883,50790,0.023,0.035,,29396,,357,1508,43871,10,15,0,0,557,559,6.47,6.20,,
4/23/2024,I,3,591,425,0.548,1.700,70,74,779,61,0.850,0.040,0.047,0.00,96.01,,,817,58286,,,5596,940,63967,476,24809,0,0,0.00,0.00,409,15577,0.028,0.047,,,,362,0,6849,0,8,0,3529,583,522,,2.79,,
4/23/2024,IV,9,463,467,1.683,1.411,67,67,979,146,0.810,0.050,0.035,98.07,87.45,1.54,,2437,46977,,239,4108,2679,50632,1123,21920,11,676,4.51,14.39,1299,25250,0.035,0.058,,4395,,360,0,0,0,0,0,0,564,569,2.57,2.08,,
4/23/2024,TOT,29,404,400,1.875,1.983,71,69,,334,,,,128.63,127.47,,,12019,292333,,1546,37265,14195,322456,4888,117135,268,7294,22.30,24.95,4398,94307,,,,,,,1540,52260,8,11,0,3529,558,553,5.73,4.59,,
4/23/2024,V,17,371,376,2.526,2.344,72,68,1144,127,0.810,0.110,0.025,149.12,147.33,1.45,,8765,187070,,1307,27561,10576,207857,3289,70406,257,6618,29.32,35.38,2690,53480,0.025,0.036,,31790,,370,1540,45411,10,15,0,0,553,559,6.91,6.23,,
4/24/2024,I,5,449,426,1.079,1.675,71,74,920,82,0.810,0.040,0.041,42.88,94.52,,,1609,59935,,69,5665,1820,65787,723,25532,0,0,0.00,0.00,622,16199,0.033,0.064,,3600,,365,98,6947,4,8,40,3569,492,521,2.86,2.79,,
4/24/2024,IV,9,490,472,1.602,1.419,67,67,975,145,0.670,0.030,0.038,100.00,88.00,1.52,,2320,49317,,232,4340,2664,53296,1136,23056,0,676,0.00,13.71,1290,26540,0.039,0.050,,3568,,360,0,0,0,0,0,0,590,570,2.13,2.09,,
4/24/2024,TOT,33,406,402,2.036,1.987,71,69,,359,,,,123.31,127.22,,,13048,305561,,1609,38874,15494,337950,5296,122431,352,7646,26.98,25.02,4418,98725,,,,,,,2023,54283,9,11,40,3569,556,553,5.35,4.62,,
4/24/2024,V,19,377,376,2.628,2.357,71,68,1150,132,0.600,0.070,0.027,143.44,147.06,1.58,,9119,196309,,1308,28869,11010,218867,3437,73843,352,6970,38.60,35.51,2506,55986,0.027,0.042,,33392,,375,1925,47336,12,15,0,0,559,559,7.19,6.28,,
4/25/2024,I,9,410,425,1.958,1.686,72,74,1086,122,0.810,0.060,0.036,102.40,94.88,1.50,,2920,62860,,299,5964,3245,69032,1197,26729,0,0,0.00,0.00,653,16852,0.030,0.052,,6105,,367,458,7405,10,8,178,3747,512,520,3.13,2.81,,
4/25/2024,IV,9,466,467,1.495,1.422,67,67,976,127,0.750,0.050,0.036,91.92,88.16,1.49,,2165,51486,,199,4539,2330,55626,1009,24065,0,676,0.00,13.13,1126,27666,0.034,0.054,,,,362,0,0,0,0,0,0,558,568,,2.08,,
4/25/2024,TOT,35,399,401,2.228,1.996,71,69,,382,,,,128.49,127.27,,,14281,319851,,1835,40709,16572,354522,5690,128121,342,7988,23.95,24.97,3848,102573,,,,,,,2885,57168,12,11,178,3747,550,553,4.71,4.64,,
4/25/2024,V,17,379,376,2.650,2.369,72,68,1152,133,0.550,0.080,0.035,145.39,146.98,1.36,,9196,205505,,1337,30206,10997,229864,3484,77327,342,7312,37.19,35.58,2069,58055,0.025,0.045,,32922,,368,2427,49763,16,15,0,0,562,559,7.02,6.31,,
4/26/2024,I,9,430,426,1.805,1.688,54,74,1081,118,0.720,0.050,0.036,95.13,95.04,1.56,,2691,65445,,256,6220,2998,72030,1092,27821,0,0,0.00,0.00,683,17535,0.030,0.037,,4316,,371,361,7766,9,8,133,3880,501,520,2.33,2.79,,
4/26/2024,IV,10,451,470,1.479,1.424,67,67,970,127,0.840,0.050,0.033,84.50,88.01,1.40,,2142,53628,,181,4720,2292,57918,970,25035,0,676,0.00,12.61,1144,28810,0.032,0.038,,,,365,0,0,0,0,0,0,538,568,,2.08,,
4/26/2024,TOT,32,396,401,1.938,1.993,71,69,,350,,,,125.27,127.24,,,12421,332175,,1556,42265,14085,368607,4894,133015,207,8195,16.67,24.67,3431,106004,,,,,,,2259,59427,11,11,133,3880,536,552,3.36,4.61,,
4/26/2024,V,13,369,376,2.187,2.362,85,68,1133,105,0.580,0.060,0.028,147.47,147.00,1.47,,7588,213102,,1119,31325,8795,238659,2832,80159,207,7519,27.28,35.28,1604,59659,0.024,0.048,,20960,,376,1898,51661,15,15,0,0,548,558,5.12,6.26,,
4/27/2024,I,10,420,425,1.815,1.693,70,74,1095,118,0.850,0.070,0.032,101.63,95.30,1.39,,2706,68151,,275,6495,3172,75202,1146,28967,0,0,0.00,0.00,659,18194,0.030,0.036,,5498,,371,451,8217,10,8,160,4040,526,520,2.85,2.79,,
4/27/2024,IV,9,452,467,1.477,1.426,67,67,968,126,0.700,0.030,0.038,86.49,87.96,1.51,,2139,55767,,185,4905,2348,60266,985,26020,0,676,0.00,12.12,1181,29991,0.030,0.043,,2249,,370,0,0,0,0,0,0,546,567,1.40,2.03,,
4/27/2024,TOT,35,392,401,2.205,2.001,70,69,,377,,,,127.01,127.23,,,14133,346308,,1795,44060,16535,385142,5606,138621,314,8509,22.22,24.57,4039,110043,,,,,,,2832,62259,12,11,160,4040,546,552,5.07,4.62,,
4/27/2024,V,16,371,376,2.677,2.374,71,68,1145,133,0.560,0.040,0.027,143.73,146.86,1.52,,9288,222390,,1335,32660,11015,249674,3475,83634,314,7833,33.81,35.22,2199,61858,0.023,0.033,,32352,,373,2381,54042,15,15,0,0,552,558,7.39,6.31,,
4/28/2024,I,9,422,425,1.984,1.704,72,74,1170,137,0.660,0.040,0.041,84.85,94.85,,,2958,71120,,251,6746,3329,78531,1228,30195,0,0,0.00,0.00,874,19068,0.029,0.041,,6182,,375,316,8533,7,8,114,4154,500,520,3.35,2.81,,
4/28/2024,IV,9,461,466,1.666,1.435,66,67,974,139,0.750,0.040,0.037,83.30,87.76,,,2413,58180,,201,5106,2693,62959,1113,27133,0,676,0.00,11.62,1359,31350,0.030,0.039,,4532,,380,0,0,0,0,0,0,544,565,2.70,2.09,,
4/28/2024,TOT,28,431,402,1.697,1.990,70,69,,362,,,,124.03,127.13,,,10876,357195,,1349,45409,12290,397432,4664,143285,226,8735,20.78,24.45,3573,113616,,,,,,,1684,63943,10,11,114,4154,574,553,3.72,4.60,,
4/28/2024,V,10,422,377,1.586,2.346,70,68,939,86,0.880,0.040,0.024,162.94,147.25,,,5505,227895,,897,33557,6268,255942,2323,85957,226,8059,41.05,35.36,1340,63198,0.022,0.026,,15663,,375,1368,55410,15,15,0,0,626,560,4.38,6.25,,
4/29/2024,I,9,436,425,1.951,1.713,55,74,1127,137,0.670,0.050,0.042,103.82,95.15,1.54,,2909,74069,,302,7048,3470,82001,1267,31462,0,0,0.00,0.00,834,19902,0.031,0.062,,6359,,375,404,8937,8,8,152,4306,540,520,3.26,2.83,,
4/29/2024,IV,10,473,466,1.623,1.442,66,67,980,134,0.710,0.040,0.040,97.45,88.11,1.53,,2350,60548,,229,5335,2610,65569,1112,28245,0,676,0.00,11.16,1327,32677,0.030,0.059,,3074,,360,0,0,0,0,0,0,570,565,1.86,2.07,,
4/29/2024,TOT,34,404,401,2.071,1.994,69,69,,384,,,,125.57,127.05,,,13275,370528,,1667,47076,14976,412408,5366,148651,270,9005,20.34,24.30,4230,117846,,,,,,,2408,66351,11,11,152,4306,550,552,4.45,4.59,,
4/29/2024,V,15,373,377,2.310,2.344,81,68,993,113,0.760,0.050,0.024,141.72,147.06,1.57,,8016,235911,,1136,34693,8896,264838,2987,88944,270,8329,33.68,35.31,2069,65267,0.020,0.033,,26161,,355,2004,57414,15,15,0,0,548,559,5.96,6.24,,
4/30/2024,I,9,416,426,1.799,1.717,70,74,1108,120,0.730,0.070,0.039,106.22,95.48,1.40,,2683,76801,,285,7333,3085,85086,1116,32578,0,0,0.00,0.00,678,20580,0.033,0.039,,4562,,378,432,9369,10,8,205,4511,522,521,2.37,2.81,,
4/30/2024,IV,10,473,471,1.392,1.441,66,67,970,117,0.750,0.050,0.043,100.74,89.49,1.55,,2015,62583,,203,5538,2260,67829,951,29196,0,676,0.00,10.80,1148,33825,0.036,0.043,,1939,,370,0,0,0,0,0,0,573,571,1.18,2.02,,
4/30/2024,TOT,36,396,403,1.982,1.994,68,69,,351,,,,134.22,127.27,,,12703,383300,,1705,48781,14474,426882,5033,153684,284,9289,22.36,24.23,4054,121900,,,,,,,2519,68870,12,11,205,4511,553,554,3.72,4.56,,
4/30/2024,V,17,371,378,2.307,2.343,68,68,1115,114,0.670,0.050,0.025,152.03,147.22,1.38,,8005,243916,,1217,35910,9129,273967,2966,91910,284,8613,35.48,35.31,2228,67495,0.025,0.038,,23001,,374,2087,59501,16,15,0,0,559,560,5.29,6.21,,
